name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;label
Lisa Paus;LisaPaus;TRUE;2020-10-31 15:08:01;Der 🌻Rettungsplan für Veranstalter und Soloselbstständige steht jetzt auf meiner Webseite. Die Koalition hat 8 Monate lang nichts praktikables vorgelegt. Es bleibt nicht mehr viel Zeit, um eine riesige Pleite- und Selbstmordwelle zu verhindern. https://t.co/ju7XPaUtOE@ https://t.co/TgiJAlOMwB;14;26;9024;Charlottenburg-Wilmersdorf;negative
Lisa Paus;LisaPaus;TRUE;2020-11-05 11:01:54;"Persönlich halte ich  #Vermögensabgabe für sehr zielgerichtet &amp; effizient zur Beteiligung der Krisen-Profiteure an einen fairen #Lastenausgleich: 

Vermögens muss nur einmalig bewertet werden &amp;  Belastung kann flexibel nach Höhe &amp; Rückzahlungszeitraum angepasst werden. https://t.co/3RMXdhTBvn";6;33;9024;Charlottenburg-Wilmersdorf;positive
Michael Grosse-Bromer;MGrosseBroemer;TRUE;2020-12-16 19:15:32;@rponline #AfD wie immer unzuverlässig und meldet Austritt einen MdB aus der Fraktion fast einen Monat zu spät, verstößt massiv gegen parlamentarische Regeln und nimmt dadurch einen Sitz im Verteidigungsausschuss über drei Wochen zu Unrecht in Anspruch. #keineAlternative #chaostruppe;1;10;16016;Heide und Hauptstadt;negative
Matthias Birkwald;MWBirkwald;TRUE;2020-11-28 15:07:33;"Wie dumm ist eigentlich die #noAfD? Sie will nur 25% der gesetzlichen #Rente auf die """"Grundsicherung im Alter"""", also das Rentner-Hartz IV, anrechnen. Dazu sagt @dgb_news: Dann erhielte man selbst bei 3200 € netto Rente noch steuerfinanzierte Grundsicherung. Absurd! #AfDBPT20";0;4;4762;"";negative
Maik Beermann;MaikBeermann;TRUE;2018-05-21 19:36:27;Das ist ja eigentlich schon der Witz an sich. Wird Horst Seehofer sonst reelmäßig für sein Handeln und seine Denke von der @spdbt kritisiert, wird hier tatsächlich so getan, als wäre der #Familiennachzug für #Gefährder eine Idee von Seehofer. Der Komödienstadl geht also weiter... https://t.co/QWTdmD1AdK;3;13;2683;"";negative
Maik Beermann;MaikBeermann;TRUE;2018-06-01 08:41:25;Ich finde, die junge Polizistin aus #bremen hat sehr mutig und couragiert gehandelt. Dank und Respekt sollten an erster Stelle stehen - sie hat mit ihrem Handeln einem Menschen das Leben gerettet und ihr eigenes aufs Spiel gesetzt @butenunbinnen #Flensburg https://t.co/xfCf9iODYH;0;9;2683;"";positive
Maik Beermann;MaikBeermann;TRUE;2019-02-21 21:47:45;Das ist doch nen Witz! Die Chefverhandlerin @katarinabarley will von IHREM „JA“ zu #Artikel13 #Uploadfiler und #LSR mit einem Mal nichts mehr wissen? Sie wusste, dass die #Netzfreiheit auf dem Spiel steht. Hier war der Widerstand von der @spdbt und der @cducsubt zu gering! @SZ https://t.co/RgsliGt2ai;25;88;2683;"";negative
Maik Beermann;MaikBeermann;TRUE;2020-03-04 11:07:46;Die @gruene_jugend schwadroniert über ihr nicht vorhandenes Verständnis von Demokratie. Es ist eine geheime Wahl! Es wird von der @CDU weder eine Stimme für Faschisten noch eine für Wölfe im Schafspelz geben! #Thueringenwahl #Thuerigen https://t.co/TadFzmsIq2;0;0;2683;"";negative
Maik Beermann;MaikBeermann;TRUE;2020-11-01 07:41:27;Gut, dass alle drei Kandidaten sich auf einen Kompromiss geeinigt haben. Fair, respektvoll und sachlich muss es jetzt bis Mitte Januar weitergehen. @_FriedrichMerz @ArminLaschet @n_roettgen #cdupt20 #CDUParteitag #cdu https://t.co/P1gvu1dWDZ;0;5;2683;"";positive
Manuel Hoferlin;ManuelHoeferlin;TRUE;2018-05-04 13:09:29;#Datenschutz, #CyberSec, #Netzausbau ... Bei der Digitalisierung gibt es viele Baustellen. Mit der GroKo haben wir zwar kein Ministerium, dafür aber viele Digitalminister. So wird der Wandel nicht gelingen. Darüber habe ich mit @aznachrichten gesprochen: https://t.co/MLainvpwwF;2;11;6394;Rheinhessen und Berlin;negative
Manuel Hoferlin;ManuelHoeferlin;TRUE;2019-04-03 19:06:14;"Gerade beim Cyber-Sicherheitsrat: Gefahr von Angriffen ist allgegenwärtig, aber BReg behandelt #ITSicherheit weiter inkonsequent. #GroKo muss liefern, @BSI_Bund stärken; echtes Schwachstellenmanagement einführen. Resilienz schaffen. Entwurf des IT-SiG 2.0: Bleibe skeptisch! https://t.co/Ub26Yp45IT";4;16;6394;Rheinhessen und Berlin;negative
Manuel Hoferlin;ManuelHoeferlin;TRUE;2019-10-22 16:03:42;5G ist der bisher mit Abstand sicherste Mobilfunkstandard. Doch für Innenminister und Kanzlerin ist dies vor allem ein Hindernis für die eigene Agenda. Wieso sie damit die digitale Zukunft des Landes gefährden, erkläre ich bei @focusonline #CyberSecurity https://t.co/GfzwC85Kp6;2;8;6394;Rheinhessen und Berlin;negative
Manuel Hoferlin;ManuelHoeferlin;TRUE;2020-09-17 12:47:58;(4/4) Es ist sowieso skandalös, dass das #BMJV mit einer Salami-Taktik verschiedene Änderungen am #NetzDG in mehrere Gesetze aufteilt, die parallel verhandelt werden. Jetzt fällt ihm selbst auf die Füße, was es anfangs vielleicht noch für trickreich und clever hielt. Gut so!;2;17;6394;Rheinhessen und Berlin;negative
Manuel Hoferlin;ManuelHoeferlin;TRUE;2020-10-29 16:04:55;#ZITiS ist für mich eine absolute Blackbox. Eigentlich nur „Forschungseinrichtung“ der Sicherheitsbehörden. Aber was hat sie schon entwickelt? Bisher konnte oder wollte @BMI_Bund mir auf meine Anfragen keine Antwort geben. Diese Geheimniskrämerei ist überzogen und unnötig. https://t.co/5gSBS8K6l0;7;16;6394;Rheinhessen und Berlin;negative
Manuel Sarrazin;ManuelSarrazin;TRUE;2019-03-05 10:33:18;"Die Position der polnischen Regierung zur gemeinsamen Asylpolitik der #EU ist falsch. Es ist aber auch falsch deswegen #Schengen in Frage zu stellen. Die offene Grenze nicht nur zwischen #Deutschland und #Polen ist unverzichtbar. #Macron
https://t.co/0barion9V7";2;5;5807;Harburg an der Elbe;negative
Manuel Sarrazin;ManuelSarrazin;TRUE;2019-05-06 10:44:45;Wo bleiben eigentlich die klaren Worte von @HeikoMaas zu dieser absoluten Provokation. #Putin begräbt das Minsker Abkommen, versucht die Situation in der #Ukraine gezielt zu eskalieren und den gewählten designierten Präsidenten #Zelensky zu schwächen. https://t.co/awsbmozgi9;25;71;5807;Harburg an der Elbe;negative
Manuel Sarrazin;ManuelSarrazin;TRUE;2019-07-20 13:37:29;Sprachlos angesichts der grenzenlosen Verschwendung auf Kosten des Staates in der Protzvilla #Honka von Ex-Präsident #Janukowytsch. Wegen dessen korrupten Regime von Gnaden Putins befindet sich die #Ukraine seit 5… https://t.co/sasD5G05XD;2;6;5807;Harburg an der Elbe;negative
Manuel Sarrazin;ManuelSarrazin;TRUE;2020-01-15 11:00:34;Jetzt ist eigentlich klar, wer 2024 auf #Putin folgt: Putin. Die angekündigte Verfassungsänderung ebnet formal mögliche Wege, politisch wird das sicher nicht so einfach. Die Rede gesteht ein: Das Regime #Putin ist so schwach, dass es ohne Putin nicht kann. #Russland #Verfassung;15;80;5807;Harburg an der Elbe;negative
Manuel Sarrazin;ManuelSarrazin;TRUE;2020-03-24 13:25:39;"Endlich! Wir brauchen die Eröffnung der EU-Beitrittsgespräche 🇦🇱🇪🇺🇲🇰. Das war überfällig, das Zögern hat der #EU geschadet. Congratulations to @Dimitrov_Nikola und @CakajGent #Enlargement Now: #solidarity to fight #Covid19 is essential in the Region!

https://t.co/s3haiYT1gc";31;162;5807;Harburg an der Elbe;positive
Marc Bernhard;MarcBernhardAfD;TRUE;2018-07-05 10:30:33;"Meine Rede zum Haushalt: """"Die #Kanzlerin der #Schmerzen"""" spielt mit ihren Wohnungsbauvorhaben """"Flüchtlinge"""" gegen die hiesige Bevölkerung aus! Schon länger hier #Wohnenden wurde sogar schon #Wohnraum für """"Flüchtlinge"""" entzogen!
https://t.co/yP1IV7mVjf
@AfDimBundestag @AfDKompakt";14;18;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2018-11-07 08:32:11;"Grenzwert-Überschreitung ohne Autos entlarvt #Messstellen-Wahnsinn

#Umweltbundesamt: der Stickstoffdioxid-Gehalt in der Luft ganz ohne Autos liegt knapp unterhalb des EU-Grenzwertes. Jeglicher Straßenverkehr führt so ganz zwangsläufig zu #Fahrverboten!
➡️https://t.co/5yJplQlnak https://t.co/Ua73boJQB4";2;6;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2018-12-11 16:12:31;Unverantwortlich und skandalös: Bundesumweltministerin #Schulze (SPD) will die #DeutscheUmwelthilfe weiterhin finanziell fördern! #Toyota hat angekündigt, die finanzielle Unterstützung der Umwelthilfe nach 20 Jahren einzustellen. Ich fordere: kein Geld mehr für die #DUH! https://t.co/ryj0MEcoiD;4;11;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2018-12-12 17:18:24;"Was für eine „Überraschung“ - jeder dritte Häftling ist #Ausländer. #Doppelpass-Häftlinge werden in der Statistik als Deutsche ausgewiesen. Die tatsächliche Zahl der Häftlinge mit Migrationshintergrund ist also noch viel größer. Ein trauriges #Deutschland.
https://t.co/EBam9QBFRj";9;13;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2019-03-04 15:56:15;#Fridays for Future-Demonstrationen: #Bundeskanzlerin Merkel unterstützt #Schulschwänzen und lobt politisches Engagement . Aufforderung zum Rechtsbruch und ideologischer Missbrauch von Kindern und Jugendlichen! Politisches Engagement nach dem Unterricht!➡️https://t.co/9GOHq88MkV https://t.co/6k9ta6gBcm;7;12;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2019-04-30 15:09:32;#Steuerverschwendung bei Flüchtlingsunterbringung in #Berlin. 150 EUR pro Kopf und Nacht! Bürger durch #CO2-Steuer noch mehr abgezockt, aber Geld spielt für verfehlte #Asylpolitik der #Bundesregierung keine Rolle! #AfD #Grenzen schließen.➡️https://t.co/9GOHq7RaWl https://t.co/oUHQkPJXXW;9;9;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2019-05-15 15:04:10;Irrsinn:Forderung nach Ausrufung #Klimanotstand #Karlsruhe! Ziel: #Karlsruhe bis 2030 #klimaneutral.Forderungen basieren auf gefährlicher ideologischer Verblendung mit nicht absehbaren neg.Folgen für Wirtschaft und Wohlstand!Jetzt auch #Notstand ausrufen?➡️https://t.co/9GOHq88MkV https://t.co/EgZMDTs8KR;3;10;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2019-06-26 15:02:47;Anonymer #Krankenschein für #Illegale auf Kosten der #Steuerzahler ist Einladung zu illegaler #Einwanderung und Freibrief für #Sozialmissbrauch! Irrsinn: Statt #Abschiebung abgelehnter #Asylbewerber medizinische Rundumversorgung zum Nulltarif!➡️https://t.co/9GOHq88MkV https://t.co/GJQP7NsvwT;16;19;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2019-12-20 16:07:57;#Klimapaket ist eine der massivsten #Steuererhöhungen überhaupt – #Deutsche weiter geschröpft! Nach Kosten für sogenannte #Energiewende jetzt weitere Mehrbelastung in Form universeller #Steuer auf das Leben! https://t.co/Rdd31t4LlH;19;44;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2020-01-16 17:38:41;"Luisa #Neubauer, die deutsche Greta soll Spitzenposten im Siemens Konzern bekommen und die #SPD führt eigennützig die #Bonpflicht ein. Das Jahr 2020 fängt genauso absurd an, wie das Jahr 2019 mit dem """"Oma-Umweltsaulied"""" zu Ende ging.  #Bernhard

▶️ https://t.co/HIlPbR3HGp https://t.co/GrEHuGKiAn";1;9;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2020-03-10 16:15:51;#Kinder und Kullertränen als Schutzschild fremder Interessen. GroKo will angebliche #Flüchtlingskinder aus #Griechenland holen: #Anreize für #Einreisewillige, Kinder auf den Weg nach Europa voraus zu schicken! #Deutschland darf sich nicht erpressen lassen! #Bernhard https://t.co/9VsasTajA2;6;16;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2020-05-28 07:32:24;Twitter: #Merkel, #Macron und #von der Leyen überbieten sich beim Umverteilen deutscher Staatsfinanzen #Genschenke- und #Schuldenunion wird kontinuierlich vorangetrieben. Diese wahnsinnige Umverteilung führt uns zum nächsten historischen Trümmerhaufen! #Bernhard https://t.co/heTk9ffpBy;11;19;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2020-06-02 15:46:18;#SPD-Vorsitzende Saskia #Esken bekennt sich zur #Terrorgruppe #Antifa, verantwortlich für unzählige Ausschreitungen und Angriffe auf Sympathisanten, Mitglieder und Abgeordnete der #AfD! Politisch motivierte Gewalt gehört geächtet und nicht hofiert! #Bernhard https://t.co/WnDHDmYHi1;3;17;3966;"";negative
Marc Bernhard;MarcBernhardAfD;TRUE;2020-09-01 15:23:07;#Spahns spätes Eingeständnis: Totaler# Shutdown war überzogen! Einsicht zu spät, Auswirkungen der #Zwangseingriffe auf Wirtschaft verheerend! Bereits im April veröffentlichte #AfD-Bundestagsfraktion #Corona-Positionspapier zur schrittweisen Rückkehr zur Normalität! #Bernhard https://t.co/9DnTm7ATMG;4;18;3966;"";negative
Marc Henrichmann;MarcHenrichmann;TRUE;2019-11-08 17:14:02;"Zügig und effektiv! Sehr gute Arbeit des BamF. 
Es bleibt die berechtigte Frage, ob das Asylrecht nicht grundsätzlich verwirkt, wer den Rechtsstaat bekämpft und schwerste Straftaten begeht.
#bamf #miri #akzeptanz #asyl
https://t.co/JGyzUMJAB4";0;0;532;Havixbeck, Germany;positive
Marc Henrichmann;MarcHenrichmann;TRUE;2020-12-14 08:26:20;"„Sprengstoff in die Hände von Betrunkenen geben“????? Geht’s noch dicker????
Womit wenigstens jetzt geklärt sein dürfte, dass es der #Umwelthilfe dabei nie wirklich um die Umwelt ging.🤔 #Verbot #Feuerwerk #Silvester #Familie #Kinder @aktuelle_stunde https://t.co/MC1vVETQbb";0;6;532;Havixbeck, Germany;negative
Marc Jongen;Marc_Jongen;TRUE;2020-10-29 14:03:25;"Sie wird es nicht lassen, bis die deutsche Wirtschaft nicht völlig zerstört ist. Dieser #Lockdown2 wird abräumen, was #lockdown 1 übrig gelassen hat. Wozu brauchen wir noch Demokratie, wenn #Merkels coroniertes Haupt so weise für uns lenkt und waltet? #AfD
https://t.co/eWD5vgf9pu";12;33;2199;Baden-Württemberg, Deutschland;negative
Margarete Bause;MargareteBause;TRUE;2018-12-20 12:53:29;"Endlich eine gute Nachricht aus  #Ägypten! Kairoer Strafgericht hat die Freilassung von #amalfathy angeordnet. Der Einsatz hat sich gelohnt. Danke @amnesty @amnesty_de!

Egypt to bail Amal Fathy, jailed for 'fake news' after harassment complaint https://t.co/WswbLJZ7gF";11;50;6874;München & Berlin;positive
Margarete Bause;MargareteBause;TRUE;2019-01-17 08:37:01;"Kluge, engagierte, berührende Rede von Rita Süssmuth in der heutigen Feierstunde im #Bundestag zu 100 Jahre #Frauenwahlrecht: """"Für mich ist heute ein Menschenrechtstag"""". So ist es!";9;37;6874;München & Berlin;positive
Margarete Bause;MargareteBause;TRUE;2019-05-01 12:37:02;"Waffenlieferungen nach Saudi-Arabien sind tätige Beihilfe zu Kriegsverbrechen. Das scheinheilige Verhalten der GroKo trägt zur Erosion des #Völkerrecht s bei.
Lesenswerter Kommentar von @RonenSteinke

Kriegsverbrechen - Die Macht triumphiert über das Recht https://t.co/DaFaXNWFvQ";1;5;6874;München & Berlin;negative
Margarete Bause;MargareteBause;TRUE;2019-11-14 21:57:48;"Wir haben die Bundesregierung zum #Sozialkreditsystem in #China gefragt. Die Antworten zeugen von erschreckendem Unwissen und fahrlässiger Gleichgültigkeit.

Anfrage der Grünen: Bundesregierung ist bei China erstaunlich ahnungslos https://t.co/golOIcql8V via @welt";12;22;6874;München & Berlin;negative
Margarete Bause;MargareteBause;TRUE;2020-07-31 13:27:59;Mit atemberaubender Geschwindigkeit werden in #HongKong die demokratischen Grundrechte außer Kraft gesetzt. In einem Jahr werden die meisten Demokratieverteidiger*innen im Gefängnis sitzen. Wo bleibt die schnelle und klare Verurteilung durch BReg und EU? #HongKongMatters https://t.co/w8laqS66R8;905;1079;6874;München & Berlin;negative
Maria Klein-Schmeink;MariaKlSchmeink;TRUE;2020-05-03 09:19:37;Genau das darf nicht passieren. Diese Passage im geplanten #GEBT dürfen @cducsubt und @spdbt nicht zulassen. Das ist eine Einladung zu Diskriminierung und Entsolidarisierung. #Immunitaetsausweis https://t.co/pxVNmDBbIY;7;31;5984;Münster;negative
Maria Klein-Schmeink;MariaKlSchmeink;TRUE;2020-06-19 06:01:42;Das ist ein großartige Unterstützung für die vielen Bemühungen. Ein europäischer Verbund für Forschung könnte auch helfen endlich eine wirksame Arzneimitteltherapie Medikament zu entwickeln, die die Erkrankung heilt. #chronischeErschöpfungssyndrom https://t.co/GemH5rktG6;13;45;5984;Münster;positive
Maria Klein-Schmeink;MariaKlSchmeink;TRUE;2020-06-26 06:39:01;Wer noch Argumente gegen das System der Werkverträge mit Subunternehmen braucht: diese Unternehmen kooperieren nicht oder nur in schleppenden Schritten bei der Corona Infektionsnachverfolgung. Mafiöse, ausbeuterische Strukturen, die nicht weiter zu gelassen werden dürfen #Tönnies;8;26;5984;Münster;negative
Maria Klein-Schmeink;MariaKlSchmeink;TRUE;2020-11-20 10:45:37;"Einschüchterung, Verächtlichmachung, Respektlosigkeit und Gesundheitsgefährdung anderer - das lassen den AfD- Abgeordneten nicht durchgehen!
Die demokratischen Fraktionen stehen zusammen und lassen geschichtsvergessene Vergleiche nicht zu.
 #parlament #Bundestag https://t.co/03q5t7gd78";9;93;5984;Münster;negative
Maria Klein-Schmeink;MariaKlSchmeink;TRUE;2020-11-22 18:37:17;Bin etwas sprachlos. Der Pflegebeauftragte will eine Handreichung zum Umgang mit #Corona in den #Pflegeeinrichtungen im Dezember vorlegen. Ich sag mL: krasser Fall von schlechtem Zeitmanagement. https://t.co/lQYd05bUPO;2;24;5984;Münster;negative
Maria Klein-Schmeink;MariaKlSchmeink;TRUE;2021-01-06 20:12:04;Wir brauchen ohne Zweifel weitere #Kontaktbeschränkungen. Aber nicht solche hilflosen und realitätsfernen Regelungen. Bringen zudem auch nichts Wesentliches zur Pandemiebekämpfung. Dagegen würde das Recht auf #HomeOffice viele unnötige Fahrten und Kontakten vermeiden. https://t.co/BFkMavNZTJ;3;14;5984;Münster;negative
Mark Hauptmann;MarkHauptmann;TRUE;2019-09-25 09:49:10;"Es wird völlig verrückt: Präsident d #Iran beschuldigt #Israel der Unterstützung von #ISIS. Dabei steckt der Iran hinter jüngsten Anschlägen auf #SaudiArabien &amp; hinter Terrorfinanzierung von Hisbollah, ISIS, Huthi-Rebellen. Bitte aufwachen.@HeikoMaas @AuswaertigesAmt @NielsAnnen https://t.co/Qn49L0yPsx";0;3;3433;Südthüringen/Berlin;negative
Mark Hauptmann;MarkHauptmann;TRUE;2020-09-29 16:57:51;"Beschämend wie SPD &amp; Grüne sich der SED/PDS/Linke anbiedern. Die DDR war ein #Unrechtsstaat, weil Sie die eigenen Menschen ohne unabhängige Justiz bespitzelt, eingesperrt &amp; erschossen hat. Als ⁦⁦⁦@cducsubt⁩ stehen wir an der Seite der Opfer. https://t.co/0y99Dujyuk";2;10;3433;Südthüringen/Berlin;negative
Martin Hess;Martin_Hess_AfD;TRUE;2017-12-01 19:30:03;"Auch die kriminellen Clans kamen einst als #Flüchtlinge nach Deutschland. Heute beherrschen sie nicht nur Prostitution, Drogenhandel und Glücksspiel. Sie unterwandern auch die öffentlichen Institutionen. Wir müssen jetzt gegensteuern, sonst ist es zu spät!
https://t.co/tqn7BaXHiv";28;41;6574;"";negative
Martin Hess;Martin_Hess_AfD;TRUE;2017-12-10 12:05:58;"Die #Polizei leistet hervorragende Arbeit, wenn die Politik sich hinter sie stellt und klare Vorgaben macht, anstatt ihr ständig zu misstrauen und ihren Aktionsradius einzuschränken. #Breitscheidplatz #AnisAmri 
https://t.co/Cn28OPGlUC";5;9;6574;"";positive
Martin Hess;Martin_Hess_AfD;TRUE;2018-02-22 12:43:25;#AfDimBundestag hat heute einen Antrag auf Verbot der Vollverschleierung im öffentlichen Raum gestellt. Vollverschleierung ist kein Glaubensinhalt und keine Form der Religionsausübung. Sie ist Ausdruck einer Unterdrückung der Frau und muss verboten werden! https://t.co/ZZfiWp55Cz;8;44;6574;"";negative
