name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;topic;label;from;to
Daniela Kolbe;danielakolbe;TRUE;2020-02-09T09:08:40Z;@_fabiB_ @gehensieweiter @AndreasNovak @KuehniKev Moment. Es ist eine Schande, was in Thueringen passiert ist. Ich schaeme mich dafuer. Wir lassen das nicht auf sich beruhen. und Wir werden euch jagen. ist aber mal ein himmelweiter Unterschied. 🤷‍♀️;0;3;8158;Leipzig und Berlin;Thueringen;negative;87;96
Daniela Kolbe;danielakolbe;TRUE;2020-02-18T07:02:40Z;Der Auftritt zeigt noch einmal glasklar, dass der Mann ein Faschist ist. Ein Fall fuer den Verfassungsschutz und ggf. sogar Verbote. Wie man mit dem kollabieren kann, ist mir weiterhin vollkommen unklar! Ekelhaft! #Thueringen #noafd;19;151;8158;Leipzig und Berlin;Thueringen;negative;216;225
Danyal Bayaz;derdanyal;TRUE;2019-07-01T11:12:27Z;Wichtiger Beitrag zur Bekaempfung von #Antisemitismus in BaWue. Danke fuer diesen enorm detaillierten Bericht. Freue mich besonders ueber die Unterstuetzung von Lernorten Gedenkstaetten wie zB in #Kislau. #NieWieder ist Versprechen Auftrag, gerade mit Blick auf die junge Generation;1;5;7608;Deutschland;Antisemitismus;positive;40;53
Danyal Bayaz;derdanyal;TRUE;2019-10-23T05:50:07Z;Ich halte Fr. Schnabel fuer eine tolle Kandidatin. Sie ist kompetent, sachlich hat eine klare Sprache. Es waere eine Chance, der deutschen Oeffentlichkeit die Politik der #EZB besser zu erklaeren. My 2 cents👇@FAZ_Wirtschaft @ecb @Isabel_Schnabel;1;18;7608;Deutschland;Schnabel;positive;15;22
Danyal Bayaz;derdanyal;TRUE;2020-11-24T10:37:53Z;Wirklich eine sehr gute Wahl! Letztes Jahr hatte ich #Kerry in Berlin getroffen, wo er in seinen Ausfuehrungen eine beeindruckende Bruecke von #Klimaschutz zur internationalen Diplomatie geschlagen hat. Gut, dass die 🇺🇸Regierung wieder zum Partner bei diesem so wichtigen Thema wird;1;35;7608;Deutschland;Kerry;positive;55;59
Daniel Fost;dfoest;TRUE;2019-05-02T08:50:50Z;Der #Sozialismus zerstoert Laender (Venezuela), produziert Hunger (Kuba) und versklavt und bespitzelt Menschen (UDSSR). Wir #Freie #Demokraten werden IMMER die Soziale #Marktwirtschaft gegen den Sozialismus und die Kevin Kuehnerts dieser Welt verteidigen! #Kuehnert;22;117;6540;München;Sozialismus;negative;6;16
Daniel Fost;dfoest;TRUE;2019-09-17T07:09:36Z;Das deutsche #Familienrecht ist im letzten Jahrhundert stehen geblieben. Seit Jahren verspricht die Bundesregierung eine #Reform - bisher hat sie aber nichts geliefert. Nur Ankuendigungen, Vertroestungen und hohle Phrasen. #Wechselmodell #Doppelresidenz;20;62;6540;München;Familienrecht;negative;15;27
Daniel Fost;dfoest;TRUE;2019-12-19T10:15:14Z;Mehr Symbolpolitik als dieser absurde #Klimanotstand in #Muenchen geht nicht. Konsequenzen: null. Verbesserungen: null. Anreize zu mehr #Klimaschutz: null. Ganz klar: wir muessen den #Klimawandel aufhalten. Aber mit Populismus wird das ganz sicher nicht gelingen.;16;123;6540;München;Klimanotstand;negative;40;52
Daniel Fost;dfoest;TRUE;2020-04-25T05:47:16Z;Politik ist machmal echt bitter. Wir haben #CDU, #CSU #SPD in TelKos mehrfach gewarnt, dass ein Dominoeffekt bei Vermietern und eine Ueberschuldung von Mietern droht. Und was tut die #GroKo? NICHTS! Ich bin echt sauer. Unser #Sonderwohngeld waers gewesen;36;131;6540;München;Mietern;negative;153;159
Daniel Fost;dfoest;TRUE;2021-01-07T14:51:48Z;Die allgemeine bayerische #Ausgangssperre ab 21h ist ein Alleingang, bringt offensichtlich wenig und ist unverhaeltnismaessig. Die allgemein Ausgangssperre ab 21h kann weg! Zudem hat sich die urspruengliche Begruendung erledigt. Die @fdpltby hat recht!;5;26;6540;München;Ausgangssperre;negative;28;41
Klaus Ernst;ernst_klaus;TRUE;2020-11-02T12:40:41Z;Sehr gute Doku des @ndr zu #NordStream2. @JTrittin nennt den Drohbrief der US-Senatoren Noetigung und fordert persoenliche #Sanktionen gegen Ted Cruz. Das unterstuetze ich voll und ganz! Bitte auch gegen die beiden anderen Autoren des Briefes!;0;3;5920;Berlin;Stream2;positive;33;39
Falko Mohrs;falkomohrs;TRUE;2018-11-05T11:12:34Z;Die @spdde als Hort linksradikaler Umstuerzler? Aluhuetchen fuer #Maassen! Dass er sich nun selbst an die Spitze der Verschwoerungstheoretiker stellt, ist der Gipfel! Seine Entlassung ist unausweichlich. Leider kommt sie zu spaet. So geht auch #Seehofer als Verlierer vom Platz.;3;22;2025;Germany;Maassen;negative;67;73
Franziska Brantner;fbrantner;TRUE;2019-05-31T06:07:51Z;Eine Schande ist das. Und es war so vorhersehbar. Menschen wurden nach Idlib evakuiert. Dass dadurch Idlib frueher oder spaeter zum perfekten Ziel werden wuerde, war absehbar. Die Welt macht nichts, um es zu stoppen. #Syria #Syrien #idlib ↘️;10;20;9773;Heidelberg und Berlin;Idlib;negative;72;76
Franziska Brantner;fbrantner;TRUE;2019-11-28T14:00:23Z;Mann oh Mann @OlafScholz @peteraltmaier ... Deutsche Regierung steht mit ihrer Blockade von groesserer Steuertransparenz an der Seite der Steueroasen. Dass wir da mal landen. Zum Schaemen. #GroKo hat fertig.;6;22;9773;Heidelberg und Berlin;Steueroasen;negative;139;149
Franziska Brantner;fbrantner;TRUE;2020-10-01T07:23:10Z;Absolut richtig und wichtig. #Johnson darf nicht ohne Konsequenzen die von ihm selbst ausverhandelten Vertraege sofort brechen. Hier geht es um den Frieden in #Nordirland! #wirsindnichtimwildenWesten #Brexit;1;5;9773;Heidelberg und Berlin;Brexit;positive;202;207
Felix Schreiner;felixschreiner;TRUE;2019-01-05T22:11:20Z;Zum Jahresauftakt gabs eine Klausurtagung mit meinem Team. Voller Motivation, mit vielen Ideen und Vorhaben gehen wir das neue Jahr an. Und was das wichtigste ist, wir haben Spass an unserer Arbeit. #lovemyjob #nichtohnemeinteam #teamwork #motivation;0;13;1413;Waldshut-Tiengen, Deutschland ;Klausurtagung;positive;29;41
Felix Schreiner;felixschreiner;TRUE;2020-10-06T18:42:02Z;Was fuer ein starkes Zeichen fuer #Demokratie und #Freiheit #WIR stehen an der Seite von Swetlana #Tichanowskaja und einem demokratischen #Belarus @PaulZiemiak #Dobrindt @cducsubt @CSU @CDU;0;9;1413;Waldshut-Tiengen, Deutschland ;Tichanowskaja;positive;100;112
Filiz Polat;filizgreen;TRUE;2018-12-03T06:35:27Z;Im Kampf um den CDU-Vorsitz beginnt wie erwartet der Wettstreit, um die haerteste Migrationspoltik. Nun stimmt auch #AKK Annegret Kramp-Karrenbauer in den Reigen von @jensspahn und @_FriedrichMerz ein. Auf Kosten der Schwaechsten Politik zu machen ist schaebig. 👎🏼;9;26;4465;Bramsche/Berlin;AKK;negative;118;120
Filiz Polat;filizgreen;TRUE;2019-01-15T08:02:22Z;Tolles Signal aus #Trier: Mit grosser Mehrheit hat der Stadtrat die Stadtverwaltung dazu veranlasst, die Bundesrepublik Deutschland zu einer umfassenderen Aufnahme von gefluechteten Personen aufzurufen. Reagiert #Seehofer darauf? @_Seebruecke_ @gruene_rlp;9;30;4465;Bramsche/Berlin;Aufnahme;positive;156;163
Filiz Polat;filizgreen;TRUE;2019-05-17T04:03:26Z;Ein Leben unter dem Existenzminimum ist menschenunwuerdig. Und die Menschenwuerde kennt keine zwei Klassen. Die BuReg hat das immer noch nicht begriffen. Mit @svenlehmann habe ich die vorgelegte #AsylblG-Novelle daher genau unter die Lupe genommen.;1;7;4465;Bramsche/Berlin;Asylbl;negative;197;202
Filiz Polat;filizgreen;TRUE;2019-06-07T14:12:46Z;Das #HauAbGesetz ist und bleibt eine humanitaere und rechtsstaatliche Bankrotterklaerung. Das habe ich in meiner Rede im #Bundestag heute deutlich gemacht. Mit diesem krassen Abschottungs- und Abschiebepaket verliert die #GroKo vollends Mass und Mitte in der Migrationspolitik.;50;230;4465;Bramsche/Berlin;Migrationspolitik;negative;260;276
Filiz Polat;filizgreen;TRUE;2020-05-29T14:42:33Z;Die #noAfD hetzte heute im #Bundestag wieder einmal gegen den Islam und Muslime in Deutschland. Wieder einmal mehr werden alte Feindbilder und Vorurteile gegenueber Muslime instrumentalisiert, um tiefverwurzelte Aengste und Rassismen in der Bevoelkerung hervorzurufen.;3;12;4465;Bramsche/Berlin;Af;negative;8;9
Florian Pronold;florianpronold;TRUE;2019-11-07T12:32:27Z;Mit der Foerderung werden 23 #Elektrobusse beschafft. Mainz macht hier grosse Schritte und hat eine wichtige Vorbildfunktion fuer andere Kommunen. Aktuell unterstuetzt das @bmu deutschlandweit 13 Vorhaben mit rund 230 Mio. Euro, insgesamt werden ca. 650 Elektrobusse beschafft.;3;7;14726;Germany;Elektrobusse;positive;31;42
Markus Frohnmaier;frohnmaier_afd;TRUE;2018-12-22T06:36:59Z;@ArasBacho Sex-Attacken sind keine Rufmordkampagne! Sexuelle Belaestigung ist eine Straftat in Deutschland! Bacho verhoehnt die Opfer und gehoert abgeschoben! Ich bezahle der Bundesregierung gerne das Ticket! @SawsanChebli #DEUTSCHLANDSICHERERMACHEN;0;0;2599;Weil der Stadt/Berlin;abgeschoben;negative;147;157
Markus Frohnmaier;frohnmaier_afd;TRUE;2020-03-31T14:27:35Z;Basis der Forderungen nach #Fahrverbote n sind die gemessenen #NOX- (hier #NO2-) Werte. Nun ist es im Zuge der #Ausgangssperre zu einer drastischen Reduzierung des Autoverkehrs gekommen. Politiker und Medien haben die Buerger aus Ideologie belogen. Die #AfD steht zum #Verbrenner!;1;10;2599;Weil der Stadt/Berlin;Fahrverbote;negative;29;39
Florian Hahn;hahnflo;TRUE;2019-12-28T10:48:08Z;Die #klimahysterie in diesem Land treibt nicht nur unsinnige Blueten, sondern sie gefaehrdet den Zusammenhalt zwischen Alt Jung, Stadt Land und Arm Reich #versoehnenstattspalten #Klimaschutz mit #Verstand @CSU @csu_bt @cducsubt;14;70;6183;"";klimahysterie;negative;6;18
Florian Hahn;hahnflo;TRUE;2020-08-07T11:48:28Z;#LoveIsEssential, weshalb ich mich ueber die Entscheidung des @BMI_Bund sehr freue! V.a. aber freut es mich fuer die (zu) vielen Paare, die durch Corona getrennt wurden. Von Herzen wuensche ich ihnen ein glueckliches schoenes Wiedersehen! #LoveIsNotTourism;4;16;6183;"";Wiedersehen;positive;227;237
Florian Hahn;hahnflo;TRUE;2020-11-09T09:07:36Z;Die Gruenen haetten in der Vergangenheit zig Gelegenheiten gehabt, #Islamismus politischen Islam zu bekaempfen. Haben sie aber nicht. Der angebliche Kursschwenk ist nichts anderes als eine politische Blendgranate und riecht verdaechtig nach Doppelmoral.;23;79;6183;"";Gruenen;negative;5;11
Florian Hahn;hahnflo;TRUE;2020-12-02T11:53:33Z;Der Drang nach Freiheit der Menschen in #Belarus ist mutig wie inspirierend. Darueber gilt es aber nicht nur zu reden, sondern auch konkret zu handeln, weshalb ich die Patenschaft fuer den politischen Gefangenen Siarhei Bryl uebernommen habe. Denn: #WeStandBYyou! @LiberecoPHR;6;25;6183;"";Belarus;positive;42;48
Helge Lindh;helgelindh;TRUE;2020-04-16T04:47:49Z;An diejenigen, die heute einen Anschlag auf mein Buero veruebt haben: Ihr kriegt mich nicht klein, Ihr seid eine Schande fuer die Demokratie, fuer Wuppertal und fuer dieses Land. Eure Gewalt ist erbaermlich, und in der #Corona-Krise umso erbaermlicher.;716;4931;9850;Wuppertal, Nordrhein-Westfalen;Anschlag;negative;32;39
Hubertus Heil;hubertus_heil;TRUE;2019-11-22T12:57:59Z;Paketboten machen einen harten und wichtigen Job. Sie haben anstaendige Loehne, sozialen Schutz und Respekt verdient. Dabei hilft das #Paketbotenschutzgesetz Es tritt zum 1. Dezember in Kraft.;40;276;84009;Peine, Gifhorn, Berlin;Paketboten;positive;1;10
Jan Korte;jankortemdb;TRUE;2018-07-06T09:25:23Z;#SPD macht etliche zusaetzliche Asylverschaerfungen mit, dafuer verspricht Union, sich an einen Punkt im Koalitionsvertrag zu halten. Was fuer ein Deal. Fatal, dass die SPD den menschen- und europafeindlichen Abschottungskurs von #Seehofer, Kurz, Salvini und Orban mitfaehrt.;66;192;25743;"";SPD;negative;2;4
Jan Korte;jankortemdb;TRUE;2020-06-16T08:09:23Z;Der Fall #Amthor ist nicht der erste Fall, aber er muss der letzte sein. Es ist hoechste Eisenbahn, dass die Union endlich ihren skandaloesen Widerstand gegen ein #Lobbyregister aufgibt.;22;158;25743;"";Lobbyregister;negative;165;177
Jens Beeck;jensbeeck;TRUE;2019-07-26T12:18:07Z;Da fehlen mir die Worte! Das macht wieder einmal deutlich, dass #Bahn fahren fuer Menschen mit #Behinderung alles andere als selbstverstaendlich ist. #Barrierefreiheit sieht anders aus, da besteht dringender Handlungsbedarf! @bahnfueralle @DB_Bahn;83;123;1151;Lingen (Ems), Deutschland;Barrierefreiheit;negative;152;167
Jens Koeppen;jenskoeppen;TRUE;2019-11-23T14:23:32Z;Die Union hat echt keinen Mangel an starken Fuehrungspersoenlichkeiten. Auf dem Parteitag hat sich heute Markus Soeder stark, launig und laessig zu gleich praesentiert. Super Rede, starker Auftritt... #cdupt19;0;11;3482;Berlin, Barnim, Uckermark;Soeder;positive;113;118
Jens Koeppen;jenskoeppen;TRUE;2020-01-12T06:14:21Z;Wieder eine freie demokratische Wahl in Taiwan. Praesidentin Tsai wurde mit 57 wiedergewaehlt. Die Weltgemeinschaft sollte Taiwan endlich als als Partner, nicht als Problem betrachten. Auch wir! Herzlichen Glueckwunsch und auf die Freiheit! #Taiwan 🇹🇼 🇩🇪;1;6;3482;Berlin, Barnim, Uckermark;Taiwan;positive;41;46
Jens Spahn;jensspahn;TRUE;2019-09-20T15:10:55Z;Beeindruckender Rundgang durch #MexicoCity. Egal, ob Zócalo, Templo Mayor oder Kathedrale: Die Einzigartigkeit der Orte und die Herzlichkeit der Menschen haben mich ueberwaeltigt. Danke fuer die Einblicke in die Geschichte und Mentalitaet der Mexikaner!;3;24;217741;Berlin;Mexico;positive;33;38
Karl Lauterbach;karl_lauterbach;TRUE;2020-12-27T19:31:50Z;Sehr hoerenswert: der ⁦@pandemiapodcast⁩ von ⁦@kakape⁩ und anderen zur Entwicklung Coronaimpfstoffe. Die Serie ist auch interessant fuer jeden, der sich allgemein ueber Impfstoffe besser informieren moechte. Thema wird in Zukunft immer relevanter;123;837;337001;Berlin, Deutschland;Serie;positive;106;110
Katharina Droge;katdro;TRUE;2018-02-27T13:58:01Z;Das Urteil zu #Fahrverboten ist Quittung fuer die Untaetigkeit der Bundesregierung. Auch in #Koeln mussten Buerger*innen ueber Jahre schlechte Luft atmen. Wir brauchen jetzt #Nachruestung auf Kosten der Hersteller #BlauePlakette Mein Statement mit @svenlehmann;4;15;6180;"";Fahrverboten;negative;16;27
Katharina Droge;katdro;TRUE;2018-11-20T12:35:14Z;Funkloecher, teure Datentarife, wenig Wettbewerb - die deutschen #Mobilfunk|netze lassen zu wuenschen uebrig. Die #BNetzA haette bei der Vergabe der #5G-Frequenzen fuer echte Verbesserung sorgen koennen. Diese Moeglichkeit laesst sie verstreichen. Das habe ich in der FAS kritisiert.;1;2;6180;"";5G-Frequenzen;negative;151;163
Katharina Droge;katdro;TRUE;2019-08-31T10:51:31Z;Den amazonischen #Regenwald zu zerstoeren, bedeutet das Herz des Planeten anzugreifen. Die #AmazonFires sind eine globale Krise. Unfassbar, dass #Merkel das ignoriert. Noetig ist ein #Importstopp fuer Agrargueter aus dem Amszonas Stopp des EU-#Mercosur FTA;3;3;6180;"";amazonischen;negative;5;16
Katharina Droge;katdro;TRUE;2019-10-07T06:53:40Z;Politische Bankrotterklaerung der @spdde : Wer im Sommer den Fortbestand der Koalition von Fortschritten beim #Klimaschutz abhaengig macht, kann doch nicht ein #Klimaschutzgesetz verantworten, das selbst hinter den Vorschlaegen des #NotMyKlimapaket zurueck bleibt... @SvenjaSchulze68;1;19;6180;"";Klimaschutzgesetz;negative;162;178
Katharina Droge;katdro;TRUE;2020-04-15T04:51:50Z;Auch in #NRW fehlt es an allem, was Experten als Grundlage fuer den #Exit aus dem #ShutDown definieren: Es gibt nicht annaehernd genuegend #COVID19- Tests, nicht ausreichend Schutzmaterial fuers Personal im Gesundheitssektor etc. Aber der Neid auf #Soeder scheint wichtiger zu sein...;3;10;6180;"";COVID19;negative;141;147
Katharina Droge;katdro;TRUE;2020-07-02T10:50:20Z;Mir fehlen die Worte! ⁦#Gabriel wusste haargenau, wie katastrophal die Arbeitsbedingungen in der Schlachtindustrie sind, als er sich von #Toennies bezahlen liess Gekauft: Sozialdemokrat Gabriel beriet Fleischmogul Toennies | Das Erste - Panorama - Sendung;1;6;6180;"";Schlachtindustrie;negative;98;114
Katja Kipping;katjakipping;TRUE;2018-11-23T16:25:54Z;Nur 2 Monate will die #Bundesregierung die #Waffenexporte nach #SaudiArabien aussetzen? Was wird dann anders sein? Hat dann der Krieg im #Jemen aufgehoert? Wird der Mord an #Khashoggi aufgeklaert sein? Nein, das ist fuerwahr ein beschaemendes Moratorium.;45;135;119688;Dresden, Berlin;Waffenexporte;negative;45;57
Katja Kipping;katjakipping;TRUE;2018-12-20T20:58:02Z;Drohungen von #Erdogan, nach dem US-Abzug in #Rojava zu intervenieren, zeigt das Desaster der dt. Tuerkeipolitik. Nach #Afrin droht eine neue humanitaere Katastrophe im demokratischen Nord-#Syrien. Die #BuReg muss jetzt die #YPG als Kraft gg den IS anerkennen, bevor es zu spaet ist.;94;230;119692;Dresden, Berlin;Erdogan;negative;16;22
Katja Kipping;katjakipping;TRUE;2019-01-17T18:02:49Z;Ihre Texte sind fuer mich eine Quelle der Inspiration. Allein was sie zu revolutionaerer Realpolitik schreibt! Sie zu lesen, hilft die Alltagskaempfe mit dem sozialistischen Fernziel zu verbinden. Mein Gespraech zu Rosa #Luxemburg mit @mdrde;14;57;119692;Dresden, Berlin;Luxemburg;positive;222;230
Katja Kipping;katjakipping;TRUE;2019-04-02T11:26:19Z;Lesen - eine der wunderbarsten Taetigkeiten, die dir neue Welten eroeffnet manchmal hilft diese Welt zu aendern. Heute ist der internationale #Kinderbuchtag. Ich hab das zum Anlass genommen, mir meiner Tochter ein besonders schoenes Kinderbuch zu goennen.;2;14;119692;Dresden, Berlin;Kinderbuchtag;positive;144;156
Katja Kipping;katjakipping;TRUE;2020-05-16T06:00:00Z;Es ist wirklich bitter. Die Antwort von #CDU #CSU auf Kritik ihrer Blockade jeglicher Vorschlaege, die #Hartz4-Betroffenen in der #Corona-Krise helfen wuerden: hoehnisches Gelaechter. (S. 158);177;545;119692;Dresden, Berlin;Corona-Krise;negative;132;143
Katja Kipping;katjakipping;TRUE;2020-08-12T11:11:36Z;Durch die #Corona-Krise sind Menschen auf Sozialleistungen angewiesen, die bisher keine Erfahrungen mit dem #Hartz4-System machen mussten. Sie erfahren nun dessen Tuecken grundlegenden Fehler. Hubertus Heil blockiert leider ueberfaellige Erleichterungen.;13;44;119692;Dresden, Berlin;Corona-Krise;negative;12;23
Katja Leikert;kleikert;TRUE;2018-11-14T09:18:30Z;Ich mag unsere grossen Kreiskonferenzen in der CDU Main-Kinzig - viel Zeit zum intensiven, freundschaftlichen Austausch. Und habe mich sehr gefreut, so viele Neumitglieder gestern Abend begruessen zu duerfen! 💖-lich willkommen! #cdu #kommunal #kreis #land #bund #allezusammen;1;5;4954;"";Kreiskonferenzen;positive;24;39
Katja Leikert;kleikert;TRUE;2018-12-03T08:27:01Z;Die gute 🇪🇺-Nachricht der Woche: Die EU macht grenzenloses Online-Shopping ab heute einfacher und fairer. Auslaendische Kunden duerfen bei Online-Kaeufen innerhalb der EU finanziell nicht mehr benachteiligt werden. Auch das ist #DeinEuropa.;5;22;4954;"";Online-Kaeufen;positive;140;153
Katja Leikert;kleikert;TRUE;2019-09-10T08:32:54Z;Das sind wirklich grossartige Neuigkeiten fuer das Handwerk. In Abstimmung mit der Kreishandwerkerschaft Hanau habe ich mich seit langem fuer die Wiedereinfuehrung der #Meisterpflicht eingesetzt. Besonderen Dank an Carsten Linnemann und die @MIT_bund, die nicht locker gelassen haben!;0;14;4954;"";Handwerk;positive;52;59
Lars Castellucci;larscastellucci;TRUE;2020-02-14T11:33:33Z;Gut dass das Bundesamt fuer Auswaertige Angelegenheiten nun auch den Bundesrat passiert hat. Ich erhoffe mir endlich schnellere und reibungslosere Ablaeufe bei Visaverfahren. Ein zentraler Baustein auch fuer das #Einwanderungsgesetz, das zum 1. Maerz in Kraft tritt.;2;5;5551;Wiesloch/Berlin;Visaverfahren;positive;161;173
Lars Castellucci;larscastellucci;TRUE;2020-09-12T05:17:45Z;Ein Denkfehler mit katastrophalen Folgen: #griechenland behandelt die Gefluechteten so miserabel wie moeglich, um weitere Fluechtlinge abzuschrecken. Nur umgekehrt kann es funktionieren: ueberall fuer anstaendige Bedingungen sorgen, denn ohne Not wandert niemand einfach weiter. #moria;1;16;5551;Wiesloch/Berlin;Fluechtlinge;negative;123;134
Lars Klingbeil;larsklingbeil;TRUE;2019-01-17T09:46:42Z;#100JahreFrauenwahlrecht – feiern wir heute im #Bundestag. Im Kampf fuer das #Frauenwahlrecht standen vor allem Sozialdemokratinnen an der Spitze – das macht mich stolz. Aber es gibt noch viel zu tun: Wir wollen 50:50 im Parlament. Dafuer kaempfen wir!;27;210;75556;Munster, Niedersachsen, D;Frauenwahlrecht;positive;10;24
